label_i,label_j,cosine_sim,pairwise_accuracy,n_samples,jaccard_sim
apple_pay_or_google_pay,high_value_transfer,0.11716119945049286,0.25,40,0.0
apple_pay_or_google_pay,identity_verification_mobile_number,0.21493299305438995,0.25,40,0.0
apple_pay_or_google_pay,incorrect_currency_received,0.24908898770809174,0.25,40,0.0
apple_pay_or_google_pay,international_fee,0.2693326771259308,0.25,40,0.0
apple_pay_or_google_pay,lost_or_stolen_card,0.17674554884433746,0.625,80,0.14285714285714285
apple_pay_or_google_pay,lost_or_stolen_phone,0.14077457785606384,0.475,80,0.14285714285714285
apple_pay_or_google_pay,order_physical_card,0.2525666356086731,0.175,80,0.0
apple_pay_or_google_pay,passcode_forgotten,0.0880732536315918,0.625,80,0.0
apple_pay_or_google_pay,pending_card_payment,0.31384143233299255,0.55,80,0.0
apple_pay_or_google_pay,pending_cash_withdrawal,0.1851707547903061,0.4625,80,0.0
apple_pay_or_google_pay,pending_top_up,0.24939800798892975,0.5,80,0.0
apple_pay_or_google_pay,pending_transfer,0.1116592288017273,0.45,80,0.0
apple_pay_or_google_pay,reverted_card_payment,0.26189449429512024,0.4,80,0.0
apple_pay_or_google_pay,supported_cards_and_currencies,0.32260721921920776,0.3625,80,0.0
apple_pay_or_google_pay,terminate_account,0.13499753177165985,0.625,80,0.0
apple_pay_or_google_pay,top_up_by_bank_transfer_charge,0.2936030626296997,0.2125,80,0.0
apple_pay_or_google_pay,top_up_by_card_charge,0.32541531324386597,0.3375,80,0.0
apple_pay_or_google_pay,top_up_by_cash_or_cheque,0.39495840668678284,0.5625,80,0.1111111111111111
apple_pay_or_google_pay,top_up_failed,0.12443553656339645,0.575,80,0.0
apple_pay_or_google_pay,top_up_limits,0.08520302176475525,0.6,80,0.0
apple_pay_or_google_pay,top_up_reverted,0.11840589344501495,0.4125,80,0.0
apple_pay_or_google_pay,topping_up_by_card,0.23921455442905426,0.125,80,0.0
apple_pay_or_google_pay,transaction_charged_twice,0.25522443652153015,0.6,80,0.0
apple_pay_or_google_pay,transfer_fee_charged,0.13111872971057892,0.5375,80,0.0
apple_pay_or_google_pay,transfer_into_account,0.1607396900653839,0.425,80,0.0
apple_pay_or_google_pay,transfer_not_received_by_recipient,0.07284484803676605,0.3875,80,0.0
apple_pay_or_google_pay,transfer_timing,0.016963409259915352,0.525,80,0.0
apple_pay_or_google_pay,unable_to_verify_identity,0.11192838847637177,0.3875,80,0.0
apple_pay_or_google_pay,verify_my_identity,0.1821679025888443,0.6,80,0.0
apple_pay_or_google_pay,verify_source_of_funds,0.23650476336479187,0.5875,80,0.0
apple_pay_or_google_pay,verify_top_up,0.18064460158348083,0.5625,80,0.0
apple_pay_or_google_pay,virtual_card_not_working,0.06882674992084503,0.4125,80,0.0
apple_pay_or_google_pay,visa_or_mastercard,0.6505358219146729,0.5625,80,0.16666666666666666
apple_pay_or_google_pay,why_is_card_on_the_way,0.19094602763652802,0.125,80,0.0
apple_pay_or_google_pay,wrong_amount_of_cash_received,0.17760580778121948,0.475,80,0.0
apple_pay_or_google_pay,wrong_exchange_rate_for_cash_withdrawal,0.16864660382270813,0.3625,80,0.0
apple_pay_or_google_pay,receiving_money,0.39033806324005127,0.3,80,0.0
atm_support,automatic_top_up,0.2443576604127884,0.7625,80,0.0
atm_support,balance_not_updated_after_bank_transfer,0.25860029458999634,0.7,80,0.0
atm_support,balance_not_updated_after_cheque_or_cash_deposit,0.2600015103816986,0.675,80,0.0
atm_support,beneficiary_not_allowed,0.1897973269224167,0.275,160,0.0
atm_support,cancel_transfer,0.2685970067977905,0.75,80,0.0
atm_support,card_about_to_expire,0.27503493428230286,0.8375,80,0.0
atm_support,card_acceptance,0.38381826877593994,0.5375,80,0.0
atm_support,card_arrival,0.29690486192703247,0.75,80,0.0
atm_support,card_delivery_estimate,0.2563630938529968,0.7375,80,0.0
atm_support,card_linking,0.22096487879753113,0.675,80,0.0
atm_support,card_not_working,0.2204737663269043,0.8375,80,0.0
atm_support,card_payment_fee_charged,0.2791968584060669,0.85,80,0.0
atm_support,card_payment_not_recognised,0.24847033619880676,0.425,80,0.0
atm_support,card_payment_wrong_exchange_rate,0.19328615069389343,0.8125,80,0.0
atm_support,card_swallowed,0.16764289140701294,0.475,80,0.0
atm_support,cash_withdrawal_charge,0.3844940662384033,0.8375,80,0.0
atm_support,cash_withdrawal_not_recognised,0.32127606868743896,0.35,120,0.0
atm_support,change_pin,0.20007839798927307,0.9125,80,0.0
atm_support,compromised_card,0.2857077121734619,0.6125,80,0.0
atm_support,contactless_not_working,0.12503351271152496,0.85,80,0.0
atm_support,country_support,0.2808988690376282,0.6375,80,0.3333333333333333
atm_support,declined_card_payment,0.29865992069244385,0.675,80,0.0
atm_support,declined_cash_withdrawal,0.32888245582580566,0.5625,80,0.0
atm_support,declined_transfer,0.21142517030239105,0.7,80,0.0
atm_support,direct_debit_payment_not_recognised,0.3262951672077179,0.675,80,0.0
atm_support,disposable_card_limits,0.3170697093009949,0.7875,80,0.0
atm_support,edit_personal_details,0.0806928277015686,0.825,80,0.0
atm_support,exchange_charge,0.32539302110671997,0.4875,80,0.0
atm_support,exchange_rate,0.201619952917099,0.8875,80,0.0
atm_support,exchange_via_app,0.20403984189033508,0.4875,80,0.0
atm_support,extra_charge_on_statement,0.1726057529449463,0.825,80,0.0
atm_support,failed_transfer,0.29439449310302734,0.8625,80,0.0
atm_support,fiat_currency_support,0.3397926688194275,0.5375,80,0.25
atm_support,get_disposable_virtual_card,0.28320369124412537,0.75,120,0.0
atm_support,get_physical_card,0.3032184839248657,0.4125,80,0.0
atm_support,getting_spare_card,0.34034040570259094,0.725,80,0.0
atm_support,high_value_transfer,0.2077648937702179,0.825,40,0.0
atm_support,identity_verification_mobile_number,0.2566028833389282,0.825,40,0.0
atm_support,incorrect_currency_received,0.19578485190868378,0.825,40,0.0
atm_support,international_fee,0.21458083391189575,0.825,40,0.0
atm_support,lost_or_stolen_card,0.2787279188632965,0.9125,80,0.0
atm_support,lost_or_stolen_phone,0.1034790575504303,0.7625,80,0.0
atm_support,order_physical_card,0.29749128222465515,0.4625,80,0.0
atm_support,passcode_forgotten,0.13081982731819153,0.9125,80,0.0
atm_support,pending_card_payment,0.29256999492645264,0.8375,80,0.0
atm_support,pending_cash_withdrawal,0.39676234126091003,0.75,80,0.0
atm_support,pending_top_up,0.25668686628341675,0.7875,80,0.0
atm_support,pending_transfer,0.329118549823761,0.7375,80,0.0
atm_support,reverted_card_payment,0.26763150095939636,0.6875,80,0.0
atm_support,supported_cards_and_currencies,0.38751620054244995,0.65,80,0.0
atm_support,terminate_account,0.2589428722858429,0.9125,80,0.0
atm_support,top_up_by_bank_transfer_charge,0.34400853514671326,0.5,80,0.0
atm_support,top_up_by_card_charge,0.30397242307662964,0.625,80,0.0
atm_support,top_up_by_cash_or_cheque,0.3327236771583557,0.85,80,0.0
atm_support,top_up_failed,0.20296934247016907,0.8625,80,0.0
atm_support,top_up_limits,0.1506674885749817,0.8875,80,0.0
atm_support,top_up_reverted,0.19240909814834595,0.7,80,0.0
atm_support,topping_up_by_card,0.3017071485519409,0.4125,80,0.0
atm_support,transaction_charged_twice,0.23097722232341766,0.8875,80,0.0
atm_support,transfer_fee_charged,0.3098183572292328,0.825,80,0.0
atm_support,transfer_into_account,0.36728808283805847,0.7125,80,0.0
atm_support,transfer_not_received_by_recipient,0.18080320954322815,0.675,80,0.0
atm_support,transfer_timing,0.2136564552783966,0.8125,80,0.0
atm_support,unable_to_verify_identity,0.1554322987794876,0.675,80,0.0
atm_support,verify_my_identity,0.18459899723529816,0.8875,80,0.0
atm_support,verify_source_of_funds,0.3022247552871704,0.875,80,0.0
atm_support,verify_top_up,0.26431402564048767,0.85,80,0.0
atm_support,virtual_card_not_working,0.1711280196905136,0.7,80,0.0
atm_support,visa_or_mastercard,0.3565484285354614,0.85,80,0.0
atm_support,why_is_card_on_the_way,0.2800074517726898,0.4125,80,0.0
atm_support,wrong_amount_of_cash_received,0.1781606376171112,0.7625,80,0.0
atm_support,wrong_exchange_rate_for_cash_withdrawal,0.2303294539451599,0.65,80,0.0
atm_support,receiving_money,0.3415154814720154,0.5875,80,0.0
automatic_top_up,balance_not_updated_after_bank_transfer,0.19549968838691711,0.6375,80,0.0
automatic_top_up,balance_not_updated_after_cheque_or_cash_deposit,0.27900823950767517,0.6125,80,0.0
automatic_top_up,beneficiary_not_allowed,0.04102305322885513,0.24375,160,0.0
automatic_top_up,cancel_transfer,0.19450300931930542,0.6875,80,0.0
automatic_top_up,card_about_to_expire,0.10112500190734863,0.775,80,0.0
automatic_top_up,card_acceptance,0.07636018097400665,0.475,80,0.0
automatic_top_up,card_arrival,0.1359288990497589,0.6875,80,0.0
automatic_top_up,card_delivery_estimate,0.13431859016418457,0.675,80,0.0
automatic_top_up,card_linking,0.050727132707834244,0.6125,80,0.0
automatic_top_up,card_not_working,0.009202791377902031,0.775,80,0.0
automatic_top_up,card_payment_fee_charged,0.09257820248603821,0.7875,80,0.0
automatic_top_up,card_payment_not_recognised,0.03120327554643154,0.3625,80,0.0
automatic_top_up,card_payment_wrong_exchange_rate,-0.007907172664999962,0.75,80,0.0
automatic_top_up,card_swallowed,-0.013954557478427887,0.4125,80,0.0
automatic_top_up,cash_withdrawal_charge,0.18982183933258057,0.775,80,0.0
automatic_top_up,cash_withdrawal_not_recognised,0.06360004842281342,0.30833333333333335,120,0.0
automatic_top_up,change_pin,0.07159297913312912,0.85,80,0.0
automatic_top_up,compromised_card,0.013209307566285133,0.55,80,0.0
automatic_top_up,contactless_not_working,0.03764641284942627,0.7875,80,0.0
automatic_top_up,country_support,0.08580312132835388,0.575,80,0.0
automatic_top_up,declined_card_payment,0.07280673086643219,0.6125,80,0.0
automatic_top_up,declined_cash_withdrawal,0.09091135859489441,0.5,80,0.0
automatic_top_up,declined_transfer,-0.02023688703775406,0.6375,80,0.0
automatic_top_up,direct_debit_payment_not_recognised,0.06881397217512131,0.6125,80,0.0
automatic_top_up,disposable_card_limits,0.19377464056015015,0.725,80,0.0
automatic_top_up,edit_personal_details,0.07382357120513916,0.7625,80,0.0
automatic_top_up,exchange_charge,0.2744029760360718,0.425,80,0.0
automatic_top_up,exchange_rate,0.07672838866710663,0.825,80,0.0
automatic_top_up,exchange_via_app,0.08973641693592072,0.425,80,0.0
automatic_top_up,extra_charge_on_statement,0.1763351559638977,0.7625,80,0.0
automatic_top_up,failed_transfer,0.019889753311872482,0.8,80,0.0
automatic_top_up,fiat_currency_support,0.1034734845161438,0.475,80,0.0
automatic_top_up,get_disposable_virtual_card,0.20240002870559692,0.7083333333333334,120,0.0
automatic_top_up,get_physical_card,0.11329753696918488,0.35,80,0.0
automatic_top_up,getting_spare_card,0.16140875220298767,0.6625,80,0.0
automatic_top_up,high_value_transfer,0.18442754447460175,0.7,40,0.0
automatic_top_up,identity_verification_mobile_number,0.0675695389509201,0.7,40,0.0
automatic_top_up,incorrect_currency_received,0.04636877775192261,0.7,40,0.0
automatic_top_up,international_fee,0.06698108464479446,0.7,40,0.0
automatic_top_up,lost_or_stolen_card,0.017329256981611252,0.85,80,0.0
automatic_top_up,lost_or_stolen_phone,0.044780634343624115,0.7,80,0.0
automatic_top_up,order_physical_card,0.13019171357154846,0.4,80,0.0
automatic_top_up,passcode_forgotten,0.04725510999560356,0.85,80,0.0
automatic_top_up,pending_card_payment,0.13824157416820526,0.775,80,0.0
automatic_top_up,pending_cash_withdrawal,0.15807627141475677,0.6875,80,0.0
automatic_top_up,pending_top_up,0.5560402274131775,0.725,80,0.5
automatic_top_up,pending_transfer,0.15348272025585175,0.675,80,0.0
automatic_top_up,reverted_card_payment,0.04263943061232567,0.625,80,0.0
automatic_top_up,supported_cards_and_currencies,-0.0013429829850792885,0.5875,80,0.0
automatic_top_up,terminate_account,0.10339493304491043,0.85,80,0.0
automatic_top_up,top_up_by_bank_transfer_charge,0.604509174823761,0.4375,80,0.2857142857142857
automatic_top_up,top_up_by_card_charge,0.6645289659500122,0.5625,80,0.3333333333333333
automatic_top_up,top_up_by_cash_or_cheque,0.5758335590362549,0.7875,80,0.2857142857142857
automatic_top_up,top_up_failed,0.48418933153152466,0.8,80,0.5
automatic_top_up,top_up_limits,0.515190839767456,0.825,80,0.5
automatic_top_up,top_up_reverted,0.4547133445739746,0.6375,80,0.5
automatic_top_up,topping_up_by_card,0.6416053771972656,0.35,80,0.16666666666666666
automatic_top_up,transaction_charged_twice,0.16101282835006714,0.825,80,0.0
automatic_top_up,transfer_fee_charged,0.09890143573284149,0.7625,80,0.0
automatic_top_up,transfer_into_account,0.23820362985134125,0.65,80,0.0
automatic_top_up,transfer_not_received_by_recipient,0.0302528478205204,0.6125,80,0.0
automatic_top_up,transfer_timing,0.2258780598640442,0.75,80,0.0
automatic_top_up,unable_to_verify_identity,-0.023249994963407516,0.6125,80,0.0
automatic_top_up,verify_my_identity,0.07091744989156723,0.825,80,0.0
automatic_top_up,verify_source_of_funds,0.13833722472190857,0.8125,80,0.0
automatic_top_up,verify_top_up,0.6218568086624146,0.7875,80,0.5
automatic_top_up,virtual_card_not_working,-0.01975279301404953,0.6375,80,0.0
automatic_top_up,visa_or_mastercard,0.0344245508313179,0.7875,80,0.0
automatic_top_up,why_is_card_on_the_way,0.06832225620746613,0.35,80,0.0
automatic_top_up,wrong_amount_of_cash_received,0.10830569267272949,0.7,80,0.0
automatic_top_up,wrong_exchange_rate_for_cash_withdrawal,0.0293286070227623,0.5875,80,0.0
automatic_top_up,receiving_money,0.21614183485507965,0.525,80,0.0
balance_not_updated_after_bank_transfer,balance_not_updated_after_cheque_or_cash_deposit,0.7877389192581177,0.55,80,0.4
balance_not_updated_after_bank_transfer,beneficiary_not_allowed,0.07146216928958893,0.2125,160,0.125
balance_not_updated_after_bank_transfer,cancel_transfer,0.40474024415016174,0.625,80,0.14285714285714285
